date,tactic,state,campaign,impression,clicks,spend,attributed revenue,platform
2025-07-29,Non-Branded Search,CA,Google - Display - C01,94784,4196,561.07,1541.41,Google
2025-07-30,Non-Branded Search,CA,Google - Display - C01,144240,5843,684.75,2428.4,Google
2025-07-31,Non-Branded Search,CA,Google - Display - C01,257081,12121,855.37,2730.95,Google
2025-08-01,Non-Branded Search,CA,Google - Display - C01,188421,9248,868.16,2336.21,Google
2025-08-02,Non-Branded Search,CA,Google - Display - C01,147905,6311,965.76,3315.09,Google
2025-08-03,Non-Branded Search,CA,Google - Display - C01,174203,8285,1867.94,5280.55,Google
2025-08-04,Non-Branded Search,CA,Google - Display - C01,151680,6689,1519.28,4316.31,Google
2025-08-05,Non-Branded Search,CA,Google - Display - C01,207175,9832,746.1,2496.21,Google
2025-08-06,Non-Branded Search,CA,Google - Display - C01,238940,10834,1100.71,3563.27,Google
2025-08-07,Non-Branded Search,CA,Google - Display - C01,213701,10212,1529.75,5707.25,Google
2025-08-08,Non-Branded Search,CA,Google - Display - C01,295508,12848,2811.83,9229.81,Google
2025-08-09,Non-Branded Search,CA,Google - Display - C01,409765,18040,2283.7,7942.02,Google
2025-08-10,Non-Branded Search,CA,Google - Display - C01,269023,12004,2184.79,7403.29,Google
2025-08-11,Non-Branded Search,CA,Google - Display - C01,313603,12974,3071.29,10596.58,Google
2025-08-12,Non-Branded Search,CA,Google - Display - C01,182992,9057,1118.52,3838.85,Google
2025-08-13,Non-Branded Search,CA,Google - Display - C01,102706,4290,789.33,2347.89,Google
2025-08-14,Non-Branded Search,CA,Google - Display - C01,493173,22385,2011.06,7223.06,Google
2025-08-15,Non-Branded Search,CA,Google - Display - C01,77337,3508,344.2,1145.17,Google
2025-08-16,Non-Branded Search,CA,Google - Display - C01,239209,9893,1788.82,5085.46,Google
2025-08-17,Non-Branded Search,CA,Google - Display - C01,168513,6942,876.64,2944.14,Google
2025-08-18,Non-Branded Search,CA,Google - Display - C01,170426,7043,1118.5,4257.01,Google
2025-08-19,Non-Branded Search,CA,Google - Display - C01,139977,6121,1172.43,3901.87,Google
2025-08-20,Non-Branded Search,CA,Google - Display - C01,182474,7691,749.13,2712.13,Google
2025-08-21,Non-Branded Search,CA,Google - Display - C01,158967,6738,494.6,1658.87,Google
2025-08-22,Non-Branded Search,CA,Google - Display - C01,95947,4495,535.98,1664.62,Google
2025-08-23,Non-Branded Search,CA,Google - Display - C01,152443,7092,1375.86,4268.68,Google
2025-08-24,Non-Branded Search,CA,Google - Display - C01,155282,7041,1612.5,5727.79,Google
2025-08-25,Non-Branded Search,CA,Google - Display - C01,159593,7445,775.94,2445.71,Google
2025-08-26,Non-Branded Search,CA,Google - Display - C01,184407,8878,1375.99,4007.08,Google
2025-08-27,Non-Branded Search,CA,Google - Display - C01,117797,4936,724.51,2307.78,Google
2025-08-28,Non-Branded Search,CA,Google - Display - C01,134577,5597,790.8,2667.68,Google
2025-08-29,Non-Branded Search,CA,Google - Display - C01,90786,4121,736.01,2610.44,Google
2025-08-30,Non-Branded Search,CA,Google - Display - C01,211730,10173,1863.73,6177.7,Google
2025-08-31,Non-Branded Search,CA,Google - Display - C01,153897,7100,926.67,3257.3,Google
2025-09-01,Non-Branded Search,CA,Google - Display - C01,175598,7946,566.63,1724.24,Google
2025-09-02,Non-Branded Search,CA,Google - Display - C01,168983,7806,1450.1,4905.51,Google
2025-09-03,Non-Branded Search,CA,Google - Display - C01,333428,15296,2269.48,6413.23,Google
2025-09-04,Non-Branded Search,CA,Google - Display - C01,202604,9835,2056.16,6823.67,Google
2025-09-05,Non-Branded Search,CA,Google - Display - C01,159720,6737,1119.02,3447.07,Google
2025-09-06,Non-Branded Search,CA,Google - Display - C01,193441,9141,1573.58,5239.55,Google
2025-09-07,Non-Branded Search,CA,Google - Display - C01,187099,7944,1572.18,5250.15,Google
2025-09-08,Non-Branded Search,CA,Google - Display - C01,235326,9633,2392.66,8980.94,Google
2025-09-09,Non-Branded Search,CA,Google - Display - C01,410458,19456,2760.34,9376.95,Google
2025-09-10,Non-Branded Search,CA,Google - Display - C01,93577,4556,400.89,1142.81,Google
2025-09-11,Non-Branded Search,CA,Google - Display - C01,216238,9784,1399.59,5025.33,Google
2025-09-12,Non-Branded Search,CA,Google - Display - C01,193675,8786,970.38,3130.17,Google
2025-05-16,Non-Branded Search,NY,Google - Non-Branded Search - C02,339732,16199,2443.92,8742.81,Google
2025-05-17,Non-Branded Search,NY,Google - Non-Branded Search - C02,232887,11337,714.1,2380.87,Google
2025-05-18,Non-Branded Search,NY,Google - Non-Branded Search - C02,131395,5902,600.92,2194.86,Google
2025-05-19,Non-Branded Search,NY,Google - Non-Branded Search - C02,162016,6846,1346.07,4060.13,Google
2025-05-20,Non-Branded Search,NY,Google - Non-Branded Search - C02,162335,7154,755.49,2146.04,Google
2025-05-21,Non-Branded Search,NY,Google - Non-Branded Search - C02,191042,8464,767.98,2098.89,Google
2025-05-22,Non-Branded Search,NY,Google - Non-Branded Search - C02,196539,8381,1306.11,4379.9,Google
2025-05-23,Non-Branded Search,NY,Google - Non-Branded Search - C02,109861,4539,354.16,1075.65,Google
2025-05-24,Non-Branded Search,NY,Google - Non-Branded Search - C02,210097,9422,1903.71,5532.26,Google
2025-05-25,Non-Branded Search,NY,Google - Non-Branded Search - C02,152809,6441,561.29,1690.12,Google
2025-05-26,Non-Branded Search,NY,Google - Non-Branded Search - C02,285926,12789,1560.86,4337.1,Google
2025-05-27,Non-Branded Search,NY,Google - Non-Branded Search - C02,191337,8020,1351.54,3852.78,Google
2025-05-28,Non-Branded Search,NY,Google - Non-Branded Search - C02,242170,11196,1215.51,3404.34,Google
2025-05-29,Non-Branded Search,NY,Google - Non-Branded Search - C02,196063,8387,1781.79,6005.46,Google
2025-05-30,Non-Branded Search,NY,Google - Non-Branded Search - C02,246006,10771,2055.49,6229.13,Google
2025-05-31,Non-Branded Search,NY,Google - Non-Branded Search - C02,175332,8073,1293.78,4908.4,Google
2025-06-01,Non-Branded Search,NY,Google - Non-Branded Search - C02,168714,7337,1342.78,3618.33,Google
2025-06-02,Non-Branded Search,NY,Google - Non-Branded Search - C02,148416,6236,949.63,3419.32,Google
2025-06-03,Non-Branded Search,NY,Google - Non-Branded Search - C02,156376,6536,1052.76,2814.33,Google
2025-06-04,Non-Branded Search,NY,Google - Non-Branded Search - C02,189638,8535,736.95,2498.68,Google
2025-06-05,Non-Branded Search,NY,Google - Non-Branded Search - C02,271783,12564,1839.84,5580.94,Google
2025-06-06,Non-Branded Search,NY,Google - Non-Branded Search - C02,194497,8922,683.32,2220.15,Google
2025-06-07,Non-Branded Search,NY,Google - Non-Branded Search - C02,171801,7314,1041.04,3528.34,Google
2025-06-08,Non-Branded Search,NY,Google - Non-Branded Search - C02,107520,4886,707.17,2042.91,Google
2025-06-09,Non-Branded Search,NY,Google - Non-Branded Search - C02,303105,12965,2484.72,6798.14,Google
2025-06-10,Non-Branded Search,NY,Google - Non-Branded Search - C02,169641,7947,1618.79,5185.3,Google
2025-06-11,Non-Branded Search,NY,Google - Non-Branded Search - C02,492779,22350,3213.68,8745.71,Google
2025-06-12,Non-Branded Search,NY,Google - Non-Branded Search - C02,157971,7282,730.36,2719.15,Google
2025-06-13,Non-Branded Search,NY,Google - Non-Branded Search - C02,211775,9837,1954.94,6190.08,Google
2025-06-14,Non-Branded Search,NY,Google - Non-Branded Search - C02,288004,11893,910.68,3247.36,Google
2025-06-15,Non-Branded Search,NY,Google - Non-Branded Search - C02,134223,6043,952.68,3414.19,Google
2025-06-16,Non-Branded Search,NY,Google - Non-Branded Search - C02,215130,10096,1795.69,5953.31,Google
2025-06-17,Non-Branded Search,NY,Google - Non-Branded Search - C02,214309,10375,1469.67,4572.61,Google
2025-06-18,Non-Branded Search,NY,Google - Non-Branded Search - C02,259038,11764,1942.76,6270.73,Google
2025-06-19,Non-Branded Search,NY,Google - Non-Branded Search - C02,276352,11770,1004.75,3488.05,Google
2025-06-20,Non-Branded Search,NY,Google - Non-Branded Search - C02,213266,8819,928.81,3089.89,Google
2025-06-21,Non-Branded Search,NY,Google - Non-Branded Search - C02,182698,8959,880.21,2375.04,Google
2025-06-22,Non-Branded Search,NY,Google - Non-Branded Search - C02,223570,10056,1842.02,5066.75,Google
2025-06-23,Non-Branded Search,NY,Google - Non-Branded Search - C02,280441,11812,2298.55,6271.69,Google
2025-06-24,Non-Branded Search,NY,Google - Non-Branded Search - C02,184826,8146,1297.18,3416.51,Google
2025-06-25,Non-Branded Search,NY,Google - Non-Branded Search - C02,241714,11057,1289.92,3730.56,Google
2025-06-26,Non-Branded Search,NY,Google - Non-Branded Search - C02,179399,8211,1145.08,3934.72,Google
2025-06-27,Non-Branded Search,NY,Google - Non-Branded Search - C02,251692,11061,1312.73,4128.09,Google
2025-06-28,Non-Branded Search,NY,Google - Non-Branded Search - C02,162939,6960,568.89,1790.53,Google
2025-06-29,Non-Branded Search,NY,Google - Non-Branded Search - C02,280303,12250,2286.22,7789.26,Google
2025-06-30,Non-Branded Search,NY,Google - Non-Branded Search - C02,230092,10710,1286.39,4602.68,Google
2025-07-01,Non-Branded Search,NY,Google - Non-Branded Search - C02,89755,3973,365.34,1013.33,Google
2025-07-02,Non-Branded Search,NY,Google - Non-Branded Search - C02,258088,12548,1069.72,3076.91,Google
2025-07-03,Non-Branded Search,NY,Google - Non-Branded Search - C02,136431,5617,1228.94,4044.77,Google
2025-07-04,Non-Branded Search,NY,Google - Non-Branded Search - C02,119462,5548,477.57,1679.43,Google
2025-07-05,Non-Branded Search,NY,Google - Non-Branded Search - C02,214518,10254,1882.54,6074.76,Google
2025-07-06,Non-Branded Search,NY,Google - Non-Branded Search - C02,238102,11266,1936.33,6638.65,Google
2025-07-07,Non-Branded Search,NY,Google - Non-Branded Search - C02,300216,12698,1030.19,3220.56,Google
2025-07-08,Non-Branded Search,NY,Google - Non-Branded Search - C02,134267,6522,508.48,1802.97,Google
2025-07-09,Non-Branded Search,NY,Google - Non-Branded Search - C02,287053,12497,2592.19,9226.36,Google
2025-07-10,Non-Branded Search,NY,Google - Non-Branded Search - C02,276611,11276,2121.68,7055.38,Google
2025-07-11,Non-Branded Search,NY,Google - Non-Branded Search - C02,139653,6736,582.66,1797.33,Google
2025-07-12,Non-Branded Search,NY,Google - Non-Branded Search - C02,378504,16976,1278.5,3582.09,Google
2025-07-13,Non-Branded Search,NY,Google - Non-Branded Search - C02,122306,4998,905.21,2990.74,Google
2025-07-14,Non-Branded Search,NY,Google - Non-Branded Search - C02,215981,10555,2166.97,6721.88,Google
2025-07-15,Non-Branded Search,NY,Google - Non-Branded Search - C02,140932,6807,961.75,2936.39,Google
2025-07-16,Non-Branded Search,NY,Google - Non-Branded Search - C02,227184,10212,1528.43,4868.1,Google
2025-07-17,Non-Branded Search,NY,Google - Non-Branded Search - C02,236027,9787,1088.8,3662.41,Google
2025-07-18,Non-Branded Search,NY,Google - Non-Branded Search - C02,162468,7525,849.67,2415.53,Google
2025-07-19,Non-Branded Search,NY,Google - Non-Branded Search - C02,150615,6510,1412.55,3908.79,Google
2025-07-20,Non-Branded Search,NY,Google - Non-Branded Search - C02,247571,11114,1725.74,4903.4,Google
2025-07-21,Non-Branded Search,NY,Google - Non-Branded Search - C02,346482,16425,3599.13,9464.01,Google
2025-07-22,Non-Branded Search,NY,Google - Non-Branded Search - C02,124117,5672,671.6,2184.14,Google
2025-07-23,Non-Branded Search,NY,Google - Non-Branded Search - C02,264523,11407,1010.39,3452.15,Google
2025-07-24,Non-Branded Search,NY,Google - Non-Branded Search - C02,155106,6784,714.63,2337.33,Google
2025-07-25,Non-Branded Search,NY,Google - Non-Branded Search - C02,115240,5204,383.5,1063.53,Google
2025-07-26,Non-Branded Search,NY,Google - Non-Branded Search - C02,255763,12283,2561.33,8957.27,Google
2025-07-27,Non-Branded Search,NY,Google - Non-Branded Search - C02,364303,17967,3017.18,9147.59,Google
2025-07-28,Non-Branded Search,NY,Google - Non-Branded Search - C02,127683,5792,1067.82,3029.2,Google
2025-07-29,Non-Branded Search,NY,Google - Non-Branded Search - C02,182494,8709,951.14,3266.38,Google
2025-07-30,Non-Branded Search,NY,Google - Non-Branded Search - C02,240512,9976,1498.88,4975.27,Google
2025-07-31,Non-Branded Search,NY,Google - Non-Branded Search - C02,312144,14139,2525.39,8405.74,Google
2025-08-01,Non-Branded Search,NY,Google - Non-Branded Search - C02,295124,11956,1029.84,3539.91,Google
2025-08-02,Non-Branded Search,NY,Google - Non-Branded Search - C02,249786,12136,1784.13,5493.46,Google
2025-08-03,Non-Branded Search,NY,Google - Non-Branded Search - C02,274614,13370,2258.77,6294.47,Google
2025-08-04,Non-Branded Search,NY,Google - Non-Branded Search - C02,293766,12771,1939.03,5746.12,Google
2025-08-05,Non-Branded Search,NY,Google - Non-Branded Search - C02,173879,8453,1074.9,3049.42,Google
2025-08-06,Non-Branded Search,NY,Google - Non-Branded Search - C02,427333,19882,1544.09,4739.97,Google
2025-08-07,Non-Branded Search,NY,Google - Non-Branded Search - C02,278216,13214,2048.69,6100.8,Google
2025-08-08,Non-Branded Search,NY,Google - Non-Branded Search - C02,199620,9358,1549.81,4304.5,Google
2025-08-09,Non-Branded Search,NY,Google - Non-Branded Search - C02,320865,15689,1432.56,4116.47,Google
2025-08-10,Non-Branded Search,NY,Google - Non-Branded Search - C02,338830,15009,1165.18,3719.59,Google
2025-08-11,Non-Branded Search,NY,Google - Non-Branded Search - C02,263446,11375,1439.05,4564.21,Google
2025-08-12,Non-Branded Search,NY,Google - Non-Branded Search - C02,214088,9601,1614.07,4870.77,Google
2025-08-13,Non-Branded Search,NY,Google - Non-Branded Search - C02,185283,7678,660.46,1863.84,Google
2025-08-14,Non-Branded Search,NY,Google - Non-Branded Search - C02,208584,10299,894.7,2813.72,Google
2025-08-15,Non-Branded Search,NY,Google - Non-Branded Search - C02,112786,5261,459.31,1604.61,Google
2025-08-16,Non-Branded Search,NY,Google - Non-Branded Search - C02,158702,7592,1306.33,4287.53,Google
2025-08-17,Non-Branded Search,NY,Google - Non-Branded Search - C02,543442,25035,5192.77,19979.48,Google
2025-08-18,Non-Branded Search,NY,Google - Non-Branded Search - C02,117810,5039,753.59,2200.07,Google
2025-08-19,Non-Branded Search,NY,Google - Non-Branded Search - C02,271005,13087,1627.81,5971.74,Google
2025-08-20,Non-Branded Search,NY,Google - Non-Branded Search - C02,106885,4981,674.58,2474.19,Google
2025-08-21,Non-Branded Search,NY,Google - Non-Branded Search - C02,208106,8716,1578.61,4605.95,Google
2025-08-22,Non-Branded Search,NY,Google - Non-Branded Search - C02,266287,12085,1753.57,5151.32,Google
2025-08-23,Non-Branded Search,NY,Google - Non-Branded Search - C02,202861,8523,1638.47,5177.69,Google
2025-08-24,Non-Branded Search,NY,Google - Non-Branded Search - C02,306829,13409,2053.73,5887.25,Google
2025-08-25,Non-Branded Search,NY,Google - Non-Branded Search - C02,195223,8295,1011.13,3567.93,Google
2025-08-26,Non-Branded Search,NY,Google - Non-Branded Search - C02,271792,12411,2048.07,5546.18,Google
2025-08-27,Non-Branded Search,NY,Google - Non-Branded Search - C02,215790,10374,1544.28,5613.7,Google
2025-08-28,Non-Branded Search,NY,Google - Non-Branded Search - C02,226615,11114,1215.74,3680.33,Google
2025-08-29,Non-Branded Search,NY,Google - Non-Branded Search - C02,220637,9462,703.25,2275.62,Google
2025-08-30,Non-Branded Search,NY,Google - Non-Branded Search - C02,190201,9303,830.55,2576.93,Google
2025-08-31,Non-Branded Search,NY,Google - Non-Branded Search - C02,154339,6469,818.93,2135.68,Google
2025-09-01,Non-Branded Search,NY,Google - Non-Branded Search - C02,262041,11815,1329.74,4452.85,Google
2025-09-02,Non-Branded Search,NY,Google - Non-Branded Search - C02,191601,9429,1738.93,5655.76,Google
2025-09-03,Non-Branded Search,NY,Google - Non-Branded Search - C02,378409,16345,3342.96,10959.95,Google
2025-09-04,Non-Branded Search,NY,Google - Non-Branded Search - C02,159146,7017,1353.95,4317.47,Google
2025-09-05,Non-Branded Search,NY,Google - Non-Branded Search - C02,227580,9989,2389.01,7078.68,Google
2025-09-06,Non-Branded Search,NY,Google - Non-Branded Search - C02,242696,10769,1588.59,5494.62,Google
2025-09-07,Non-Branded Search,NY,Google - Non-Branded Search - C02,328396,13301,2296.45,7874.11,Google
2025-09-08,Non-Branded Search,NY,Google - Non-Branded Search - C02,203327,8511,1063.07,3566.78,Google
2025-09-09,Non-Branded Search,NY,Google - Non-Branded Search - C02,225865,9700,1348.4,3804.24,Google
2025-09-10,Non-Branded Search,NY,Google - Non-Branded Search - C02,339087,15371,1388.61,3951.42,Google
2025-09-11,Non-Branded Search,NY,Google - Non-Branded Search - C02,299369,13402,1094.01,3567.23,Google
2025-09-12,Non-Branded Search,NY,Google - Non-Branded Search - C02,141523,6106,623.15,1902.79,Google
2025-05-16,Non-Branded Search,CA,Google - Non-Branded Search - C03,161711,7573,935.27,3435.86,Google
2025-05-17,Non-Branded Search,CA,Google - Non-Branded Search - C03,189707,9127,1945.84,6095.28,Google
2025-05-18,Non-Branded Search,CA,Google - Non-Branded Search - C03,219372,10293,1351.55,4566.64,Google
2025-05-19,Non-Branded Search,CA,Google - Non-Branded Search - C03,164903,7413,890.5,3180.4,Google
2025-05-20,Non-Branded Search,CA,Google - Non-Branded Search - C03,107834,4512,651.0,1948.42,Google
2025-05-21,Non-Branded Search,CA,Google - Non-Branded Search - C03,170712,7546,1344.55,4655.4,Google
2025-05-22,Non-Branded Search,CA,Google - Non-Branded Search - C03,141438,6514,564.74,1901.49,Google
2025-05-23,Non-Branded Search,CA,Google - Non-Branded Search - C03,144467,6652,1223.35,4087.26,Google
2025-05-24,Non-Branded Search,CA,Google - Non-Branded Search - C03,154216,6439,860.15,2949.62,Google
2025-05-25,Non-Branded Search,CA,Google - Non-Branded Search - C03,90911,4042,614.19,2056.33,Google
2025-05-26,Non-Branded Search,CA,Google - Non-Branded Search - C03,212032,8733,1908.92,6371.5,Google
2025-05-27,Non-Branded Search,CA,Google - Non-Branded Search - C03,135541,6220,1411.61,3822.75,Google
2025-05-28,Non-Branded Search,CA,Google - Non-Branded Search - C03,178347,7525,1623.63,4381.02,Google
2025-05-29,Non-Branded Search,CA,Google - Non-Branded Search - C03,223370,10375,1800.69,6011.02,Google
2025-05-30,Non-Branded Search,CA,Google - Non-Branded Search - C03,185721,8014,1034.24,3782.0,Google
2025-05-31,Non-Branded Search,CA,Google - Non-Branded Search - C03,210950,9639,1464.83,4586.82,Google
2025-06-01,Non-Branded Search,CA,Google - Non-Branded Search - C03,111123,5175,984.98,3024.62,Google
2025-06-02,Non-Branded Search,CA,Google - Non-Branded Search - C03,217504,10087,1360.0,3875.88,Google
2025-06-03,Non-Branded Search,CA,Google - Non-Branded Search - C03,287813,13492,1928.37,6241.83,Google
2025-06-04,Non-Branded Search,CA,Google - Non-Branded Search - C03,253442,12066,1252.74,4530.61,Google
2025-06-05,Non-Branded Search,CA,Google - Non-Branded Search - C03,191048,7898,1924.83,5344.26,Google
2025-06-06,Non-Branded Search,CA,Google - Non-Branded Search - C03,260124,12536,2519.29,8142.27,Google
2025-06-07,Non-Branded Search,CA,Google - Non-Branded Search - C03,140481,6396,573.49,1994.69,Google
2025-06-08,Non-Branded Search,CA,Google - Non-Branded Search - C03,352255,15535,1707.27,5977.27,Google
2025-06-09,Non-Branded Search,CA,Google - Non-Branded Search - C03,212935,9355,1742.16,6384.73,Google
2025-06-10,Non-Branded Search,CA,Google - Non-Branded Search - C03,139075,6128,1227.65,4371.95,Google
2025-06-11,Non-Branded Search,CA,Google - Non-Branded Search - C03,439734,21694,4015.04,13710.73,Google
2025-06-12,Non-Branded Search,CA,Google - Non-Branded Search - C03,168081,8021,1141.04,3194.27,Google
2025-06-13,Non-Branded Search,CA,Google - Non-Branded Search - C03,168096,8194,1248.82,3832.71,Google
2025-06-14,Non-Branded Search,CA,Google - Non-Branded Search - C03,131791,6249,693.4,2015.61,Google
2025-06-15,Non-Branded Search,CA,Google - Non-Branded Search - C03,161598,7966,1058.68,2884.41,Google
2025-06-16,Non-Branded Search,CA,Google - Non-Branded Search - C03,219215,9845,834.84,2853.43,Google
2025-06-17,Non-Branded Search,CA,Google - Non-Branded Search - C03,263738,11755,1772.87,5627.46,Google
2025-06-18,Non-Branded Search,CA,Google - Non-Branded Search - C03,165796,7235,1344.56,3937.3,Google
2025-06-19,Non-Branded Search,CA,Google - Non-Branded Search - C03,145155,6977,1113.56,2987.21,Google
2025-06-20,Non-Branded Search,CA,Google - Non-Branded Search - C03,207161,9877,1056.34,3187.33,Google
2025-06-21,Non-Branded Search,CA,Google - Non-Branded Search - C03,144867,6345,617.17,2025.6,Google
2025-06-22,Non-Branded Search,CA,Google - Non-Branded Search - C03,230698,11268,751.42,2145.75,Google
