date,tactic,state,campaign,impression,clicks,spend,attributed revenue,platform
2025-07-19,Retargeting,CA,TikTok - Retargeting - C02,93858,1449,894.83,2858.17,TikTok
2025-07-20,Retargeting,CA,TikTok - Retargeting - C02,106270,1645,861.02,2539.5,TikTok
2025-07-21,Retargeting,CA,TikTok - Retargeting - C02,217954,3420,2404.61,7242.09,TikTok
2025-07-22,Retargeting,CA,TikTok - Retargeting - C02,107852,1640,759.52,2427.48,TikTok
2025-07-23,Retargeting,CA,TikTok - Retargeting - C02,117530,1913,1348.71,3435.91,TikTok
2025-07-24,Retargeting,CA,TikTok - Retargeting - C02,85787,1486,1023.42,2906.53,TikTok
2025-07-25,Retargeting,CA,TikTok - Retargeting - C02,302796,4469,2920.08,9809.82,TikTok
2025-07-26,Retargeting,CA,TikTok - Retargeting - C02,114134,1920,986.88,3405.08,TikTok
2025-07-27,Retargeting,CA,TikTok - Retargeting - C02,94983,1582,1092.36,3316.79,TikTok
2025-07-28,Retargeting,CA,TikTok - Retargeting - C02,195259,3195,2091.58,7239.1,TikTok
2025-07-29,Retargeting,CA,TikTok - Retargeting - C02,191441,3294,1686.1,5046.31,TikTok
2025-07-30,Retargeting,CA,TikTok - Retargeting - C02,105803,1690,828.55,2231.8,TikTok
2025-07-31,Retargeting,CA,TikTok - Retargeting - C02,247690,3671,2393.48,8132.97,TikTok
2025-08-01,Retargeting,CA,TikTok - Retargeting - C02,117023,1987,743.1,2345.38,TikTok
2025-08-02,Retargeting,CA,TikTok - Retargeting - C02,223597,3224,2237.88,6664.34,TikTok
2025-08-03,Retargeting,CA,TikTok - Retargeting - C02,183207,3165,1458.98,4268.53,TikTok
2025-08-04,Retargeting,CA,TikTok - Retargeting - C02,67978,1120,484.66,1500.38,TikTok
2025-08-05,Retargeting,CA,TikTok - Retargeting - C02,147368,2288,1267.36,4066.8,TikTok
2025-08-06,Retargeting,CA,TikTok - Retargeting - C02,94754,1376,708.53,2199.8,TikTok
2025-08-07,Retargeting,CA,TikTok - Retargeting - C02,77445,1149,477.19,1573.29,TikTok
2025-08-08,Retargeting,CA,TikTok - Retargeting - C02,163589,2628,1340.14,4223.07,TikTok
2025-08-09,Retargeting,CA,TikTok - Retargeting - C02,317712,5569,3154.5,8298.76,TikTok
2025-08-10,Retargeting,CA,TikTok - Retargeting - C02,86744,1280,926.75,2892.24,TikTok
2025-08-11,Retargeting,CA,TikTok - Retargeting - C02,73635,1171,708.8,2294.38,TikTok
2025-08-12,Retargeting,CA,TikTok - Retargeting - C02,119892,2030,907.1,2966.19,TikTok
2025-08-13,Retargeting,CA,TikTok - Retargeting - C02,66225,1098,454.0,1616.95,TikTok
2025-08-14,Retargeting,CA,TikTok - Retargeting - C02,157139,2291,1625.14,4500.56,TikTok
2025-08-15,Retargeting,CA,TikTok - Retargeting - C02,64994,1022,441.23,1287.28,TikTok
2025-08-16,Retargeting,CA,TikTok - Retargeting - C02,191547,3211,1903.68,6338.37,TikTok
2025-08-17,Retargeting,CA,TikTok - Retargeting - C02,108263,1839,925.24,2880.17,TikTok
2025-08-18,Retargeting,CA,TikTok - Retargeting - C02,81490,1219,691.53,2187.43,TikTok
2025-08-19,Retargeting,CA,TikTok - Retargeting - C02,162734,2441,1605.44,5367.52,TikTok
2025-08-20,Retargeting,CA,TikTok - Retargeting - C02,152373,2646,971.72,2510.3,TikTok
2025-08-21,Retargeting,CA,TikTok - Retargeting - C02,187329,3038,2033.62,5605.48,TikTok
2025-08-22,Retargeting,CA,TikTok - Retargeting - C02,127225,1873,1043.55,3591.53,TikTok
2025-08-23,Retargeting,CA,TikTok - Retargeting - C02,160166,2483,695.81,1750.68,TikTok
2025-08-24,Retargeting,CA,TikTok - Retargeting - C02,104101,1705,401.21,1437.26,TikTok
2025-08-25,Retargeting,CA,TikTok - Retargeting - C02,165465,2534,1332.59,4114.76,TikTok
2025-08-26,Retargeting,CA,TikTok - Retargeting - C02,131999,2230,1020.26,3170.73,TikTok
2025-08-27,Retargeting,CA,TikTok - Retargeting - C02,76533,1234,363.67,1187.59,TikTok
2025-08-28,Retargeting,CA,TikTok - Retargeting - C02,126656,2097,896.55,2577.9,TikTok
2025-08-29,Retargeting,CA,TikTok - Retargeting - C02,148121,2514,1103.09,3288.74,TikTok
2025-08-30,Retargeting,CA,TikTok - Retargeting - C02,119041,1983,1227.98,3226.33,TikTok
2025-08-31,Retargeting,CA,TikTok - Retargeting - C02,245766,4265,1395.62,3929.53,TikTok
2025-09-01,Retargeting,CA,TikTok - Retargeting - C02,93600,1426,891.94,2443.62,TikTok
2025-09-02,Retargeting,CA,TikTok - Retargeting - C02,140751,2381,847.66,2754.23,TikTok
2025-09-03,Retargeting,CA,TikTok - Retargeting - C02,63115,1062,789.92,2490.17,TikTok
2025-09-04,Retargeting,CA,TikTok - Retargeting - C02,98910,1657,503.91,1522.59,TikTok
2025-09-05,Retargeting,CA,TikTok - Retargeting - C02,192759,2805,1519.8,4035.29,TikTok
2025-09-06,Retargeting,CA,TikTok - Retargeting - C02,244112,4073,2197.91,5949.09,TikTok
2025-09-07,Retargeting,CA,TikTok - Retargeting - C02,229758,3543,1847.23,6162.54,TikTok
2025-09-08,Retargeting,CA,TikTok - Retargeting - C02,170409,2637,1584.53,3967.48,TikTok
2025-09-09,Retargeting,CA,TikTok - Retargeting - C02,185754,3021,870.03,2755.87,TikTok
2025-09-10,Retargeting,CA,TikTok - Retargeting - C02,73308,1197,442.19,1275.31,TikTok
2025-09-11,Retargeting,CA,TikTok - Retargeting - C02,117434,1737,1361.79,4376.46,TikTok
2025-09-12,Retargeting,CA,TikTok - Retargeting - C02,100429,1646,727.15,2297.93,TikTok
2025-05-16,Spark Ads,CA,TikTok - Retargeting - C03,83856,1132,776.06,1839.44,TikTok
2025-05-17,Spark Ads,CA,TikTok - Retargeting - C03,103512,1270,968.99,2386.86,TikTok
2025-05-18,Spark Ads,CA,TikTok - Retargeting - C03,119095,1549,1110.97,2718.01,TikTok
2025-05-19,Spark Ads,CA,TikTok - Retargeting - C03,147685,1820,1699.95,3800.7,TikTok
2025-05-20,Spark Ads,CA,TikTok - Retargeting - C03,177294,2118,1302.41,3127.75,TikTok
2025-05-21,Spark Ads,CA,TikTok - Retargeting - C03,266589,3594,1547.81,3412.28,TikTok
2025-05-22,Spark Ads,CA,TikTok - Retargeting - C03,146782,1787,734.46,1952.58,TikTok
2025-05-23,Spark Ads,CA,TikTok - Retargeting - C03,123640,1579,526.97,1170.11,TikTok
2025-05-24,Spark Ads,CA,TikTok - Retargeting - C03,128748,1565,991.93,2094.69,TikTok
2025-05-25,Spark Ads,CA,TikTok - Retargeting - C03,166405,2201,1729.29,4728.68,TikTok
2025-05-26,Spark Ads,CA,TikTok - Retargeting - C03,146416,1838,1360.95,2891.81,TikTok
2025-05-27,Spark Ads,CA,TikTok - Retargeting - C03,143653,1940,1067.66,2323.97,TikTok
2025-05-28,Spark Ads,CA,TikTok - Retargeting - C03,206741,2493,1277.06,2540.34,TikTok
2025-05-29,Spark Ads,CA,TikTok - Retargeting - C03,142667,1791,1064.94,2789.38,TikTok
2025-05-30,Spark Ads,CA,TikTok - Retargeting - C03,68050,972,698.77,1784.16,TikTok
2025-05-31,Spark Ads,CA,TikTok - Retargeting - C03,160654,1999,796.1,1848.3,TikTok
2025-06-01,Spark Ads,CA,TikTok - Retargeting - C03,135579,1921,762.93,1996.67,TikTok
2025-06-02,Spark Ads,CA,TikTok - Retargeting - C03,158699,2080,1084.98,2418.69,TikTok
2025-06-03,Spark Ads,CA,TikTok - Retargeting - C03,117637,1390,731.19,1787.66,TikTok
2025-06-04,Spark Ads,CA,TikTok - Retargeting - C03,208498,2727,2378.57,5524.87,TikTok
2025-06-05,Spark Ads,CA,TikTok - Retargeting - C03,50914,621,466.56,1096.5,TikTok
2025-06-06,Spark Ads,CA,TikTok - Retargeting - C03,186679,2406,1600.29,3640.18,TikTok
2025-06-07,Spark Ads,CA,TikTok - Retargeting - C03,91148,1295,770.41,2221.2,TikTok
2025-06-08,Spark Ads,CA,TikTok - Retargeting - C03,81711,1054,666.87,1600.23,TikTok
2025-06-09,Spark Ads,CA,TikTok - Retargeting - C03,107844,1452,1311.14,3412.85,TikTok
2025-06-10,Spark Ads,CA,TikTok - Retargeting - C03,314812,4189,2466.96,5948.33,TikTok
2025-06-11,Spark Ads,CA,TikTok - Retargeting - C03,184875,2426,867.22,2001.37,TikTok
2025-06-12,Spark Ads,CA,TikTok - Retargeting - C03,99987,1410,1100.98,2333.22,TikTok
2025-06-13,Spark Ads,CA,TikTok - Retargeting - C03,305277,3920,1344.89,2895.16,TikTok
2025-06-14,Spark Ads,CA,TikTok - Retargeting - C03,225942,3150,1358.44,3328.28,TikTok
2025-06-15,Spark Ads,CA,TikTok - Retargeting - C03,135568,1794,744.74,1761.34,TikTok
2025-06-16,Spark Ads,CA,TikTok - Retargeting - C03,136115,1848,1346.47,3639.67,TikTok
2025-06-17,Spark Ads,CA,TikTok - Retargeting - C03,110222,1291,576.25,1205.76,TikTok
2025-06-18,Spark Ads,CA,TikTok - Retargeting - C03,148501,2087,1375.34,3083.77,TikTok
2025-06-19,Spark Ads,CA,TikTok - Retargeting - C03,108584,1478,1330.27,3468.42,TikTok
